"rules" "support" "confidence" "coverage" "lift" "count"
"193" "{Economy_Category=Very_Economic,Team=Sri Lanka} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"195" "{Wicket_Category=Five_Plus,Team=Sri Lanka} => {Decade=-0s}" 0.05 1 0.05 1 5
"197" "{Wicket_Category=Five_Plus,Team=Sri Lanka} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"199" "{Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.08 1 0.08 1 8
"200" "{Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.08 1 0.08 1 8
"202" "{Economy_Category=Moderate,Team=West Indies} => {Decade=-0s}" 0.02 1 0.02 1 2
"203" "{Economy_Category=Moderate,Team=West Indies} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"207" "{Wicket_Category=Four_Wickets,Team=West Indies} => {Decade=-0s}" 0.02 1 0.02 1 2
"208" "{Wicket_Category=Four_Wickets,Team=West Indies} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"211" "{Economy_Category=Economic,Team=West Indies} => {Decade=-0s}" 0.05 1 0.05 1 5
"213" "{Economy_Category=Economic,Team=West Indies} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"215" "{Economy_Category=Very_Economic,Team=West Indies} => {Decade=-0s}" 0.01 1 0.01 1 1
"216" "{Economy_Category=Very_Economic,Team=West Indies} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"217" "{Wicket_Category=Five_Plus,Team=West Indies} => {Decade=-0s}" 0.06 1 0.06 1 6
"219" "{Wicket_Category=Five_Plus,Team=West Indies} => {Tournament_Stage=League}" 0.06 1 0.06 1 6
"221" "{Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.08 1 0.08 1 8
"222" "{Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.08 1 0.08 1 8
"224" "{Economy_Category=Moderate,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"225" "{Economy_Category=Moderate,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"228" "{Wicket_Category=Four_Wickets,Team=England} => {Decade=-0s}" 0.05 1 0.05 1 5
"230" "{Wicket_Category=Four_Wickets,Team=England} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"233" "{Economy_Category=Economic,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"234" "{Economy_Category=Economic,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"235" "{Economy_Category=Very_Economic,Team=England} => {Decade=-0s}" 0.05 1 0.05 1 5
"237" "{Economy_Category=Very_Economic,Team=England} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"239" "{Wicket_Category=Five_Plus,Team=England} => {Decade=-0s}" 0.03 1 0.03 1 3
"240" "{Wicket_Category=Five_Plus,Team=England} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"241" "{Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.08 1 0.08 1 8
"242" "{Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.08 1 0.08 1 8
"244" "{Economy_Category=Moderate,Team=New Zealand} => {Decade=-0s}" 0.01 1 0.01 1 1
"245" "{Economy_Category=Moderate,Team=New Zealand} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"247" "{Wicket_Category=Four_Wickets,Team=New Zealand} => {Decade=-0s}" 0.03 1 0.03 1 3
"248" "{Wicket_Category=Four_Wickets,Team=New Zealand} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"250" "{Economy_Category=Economic,Team=New Zealand} => {Decade=-0s}" 0.03 1 0.03 1 3
"251" "{Economy_Category=Economic,Team=New Zealand} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"254" "{Economy_Category=Very_Economic,Team=New Zealand} => {Decade=-0s}" 0.05 1 0.05 1 5
"256" "{Economy_Category=Very_Economic,Team=New Zealand} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"258" "{Wicket_Category=Five_Plus,Team=New Zealand} => {Decade=-0s}" 0.06 1 0.06 1 6
"260" "{Wicket_Category=Five_Plus,Team=New Zealand} => {Tournament_Stage=League}" 0.06 1 0.06 1 6
"262" "{Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.09 1 0.09 1 9
"263" "{Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.09 1 0.09 1 9
"265" "{Economy_Category=Moderate,Team=Pakistan} => {Decade=-0s}" 0.03 1 0.03 1 3
"266" "{Economy_Category=Moderate,Team=Pakistan} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"268" "{Wicket_Category=Four_Wickets,Team=Pakistan} => {Decade=-0s}" 0.01 1 0.01 1 1
"269" "{Wicket_Category=Four_Wickets,Team=Pakistan} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"272" "{Economy_Category=Economic,Team=Pakistan} => {Decade=-0s}" 0.05 1 0.05 1 5
"273" "{Economy_Category=Economic,Team=Pakistan} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"275" "{Economy_Category=Very_Economic,Team=Pakistan} => {Decade=-0s}" 0.03 1 0.03 1 3
"276" "{Economy_Category=Very_Economic,Team=Pakistan} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"277" "{Wicket_Category=Five_Plus,Team=Pakistan} => {Decade=-0s}" 0.1 1 0.1 1 10
"279" "{Wicket_Category=Five_Plus,Team=Pakistan} => {Tournament_Stage=League}" 0.1 1 0.1 1 10
"281" "{Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.11 1 0.11 1 11
"282" "{Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.11 1 0.11 1 11
"284" "{Economy_Category=Moderate,Team=South Africa} => {Decade=-0s}" 0.03 1 0.03 1 3
"285" "{Economy_Category=Moderate,Team=South Africa} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"288" "{Wicket_Category=Four_Wickets,Team=South Africa} => {Decade=-0s}" 0.05 1 0.05 1 5
"289" "{Wicket_Category=Four_Wickets,Team=South Africa} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"291" "{Economy_Category=Economic,Team=South Africa} => {Decade=-0s}" 0.02 1 0.02 1 2
"292" "{Economy_Category=Economic,Team=South Africa} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"293" "{Economy_Category=Very_Economic,Team=South Africa} => {Decade=-0s}" 0.07 1 0.07 1 7
"295" "{Economy_Category=Very_Economic,Team=South Africa} => {Tournament_Stage=League}" 0.07 1 0.07 1 7
"297" "{Wicket_Category=Five_Plus,Team=South Africa} => {Decade=-0s}" 0.07 1 0.07 1 7
"299" "{Wicket_Category=Five_Plus,Team=South Africa} => {Tournament_Stage=League}" 0.07 1 0.07 1 7
"301" "{Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.12 1 0.12 1 12
"302" "{Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.12 1 0.12 1 12
"304" "{Economy_Category=Moderate,Team=India} => {Decade=-0s}" 0.02 1 0.02 1 2
"305" "{Economy_Category=Moderate,Team=India} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"308" "{Wicket_Category=Four_Wickets,Team=India} => {Decade=-0s}" 0.04 1 0.04 1 4
"309" "{Wicket_Category=Four_Wickets,Team=India} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"312" "{Economy_Category=Economic,Team=India} => {Decade=-0s}" 0.05 1 0.05 1 5
"313" "{Economy_Category=Economic,Team=India} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"314" "{Economy_Category=Very_Economic,Team=India} => {Decade=-0s}" 0.06 1 0.06 1 6
"315" "{Economy_Category=Very_Economic,Team=India} => {Tournament_Stage=League}" 0.06 1 0.06 1 6
"316" "{Wicket_Category=Five_Plus,Team=India} => {Decade=-0s}" 0.1 1 0.1 1 10
"318" "{Wicket_Category=Five_Plus,Team=India} => {Tournament_Stage=League}" 0.1 1 0.1 1 10
"320" "{Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.14 1 0.14 1 14
"321" "{Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.14 1 0.14 1 14
"323" "{Economy_Category=Moderate,Team=Australia} => {Decade=-0s}" 0.02 1 0.02 1 2
"324" "{Economy_Category=Moderate,Team=Australia} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"325" "{Economy_Category=Moderate,Wicket_Category=Five_Plus} => {Decade=-0s}" 0.16 1 0.16 1 16
"327" "{Economy_Category=Moderate,Wicket_Category=Five_Plus} => {Tournament_Stage=League}" 0.16 1 0.16 1 16
"329" "{Economy_Category=Moderate,Decade=-0s} => {Tournament_Stage=League}" 0.16 1 0.16 1 16
"330" "{Economy_Category=Moderate,Tournament_Stage=League} => {Decade=-0s}" 0.16 1 0.16 1 16
"332" "{Wicket_Category=Four_Wickets,Team=Australia} => {Decade=-0s}" 0.04 1 0.04 1 4
"333" "{Wicket_Category=Four_Wickets,Team=Australia} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"335" "{Economy_Category=Economic,Team=Australia} => {Decade=-0s}" 0.08 1 0.08 1 8
"336" "{Economy_Category=Economic,Team=Australia} => {Tournament_Stage=League}" 0.08 1 0.08 1 8
"338" "{Economy_Category=Very_Economic,Team=Australia} => {Decade=-0s}" 0.1 1 0.1 1 10
"340" "{Economy_Category=Very_Economic,Team=Australia} => {Tournament_Stage=League}" 0.1 1 0.1 1 10
"342" "{Wicket_Category=Five_Plus,Team=Australia} => {Decade=-0s}" 0.16 1 0.16 1 16
"344" "{Wicket_Category=Five_Plus,Team=Australia} => {Tournament_Stage=League}" 0.16 1 0.16 1 16
"346" "{Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.2 1 0.2 1 20
"347" "{Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.2 1 0.2 1 20
"348" "{Economy_Category=Economic,Wicket_Category=Four_Wickets} => {Decade=-0s}" 0.04 1 0.04 1 4
"349" "{Economy_Category=Economic,Wicket_Category=Four_Wickets} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"350" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets} => {Decade=-0s}" 0.25 1 0.25 1 25
"353" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets} => {Tournament_Stage=League}" 0.25 1 0.25 1 25
"356" "{Wicket_Category=Four_Wickets,Decade=-0s} => {Tournament_Stage=League}" 0.29 1 0.29 1 29
"357" "{Wicket_Category=Four_Wickets,Tournament_Stage=League} => {Decade=-0s}" 0.29 1 0.29 1 29
"358" "{Economy_Category=Economic,Wicket_Category=Five_Plus} => {Decade=-0s}" 0.29 1 0.29 1 29
"360" "{Economy_Category=Economic,Wicket_Category=Five_Plus} => {Tournament_Stage=League}" 0.29 1 0.29 1 29
"362" "{Economy_Category=Economic,Decade=-0s} => {Tournament_Stage=League}" 0.33 1 0.33 1 33
"363" "{Economy_Category=Economic,Tournament_Stage=League} => {Decade=-0s}" 0.33 1 0.33 1 33
"364" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus} => {Decade=-0s}" 0.22 1 0.22 1 22
"365" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus} => {Tournament_Stage=League}" 0.22 1 0.22 1 22
"366" "{Economy_Category=Very_Economic,Decade=-0s} => {Tournament_Stage=League}" 0.47 1 0.47 1 47
"367" "{Economy_Category=Very_Economic,Tournament_Stage=League} => {Decade=-0s}" 0.47 1 0.47 1 47
"368" "{Wicket_Category=Five_Plus,Decade=-0s} => {Tournament_Stage=League}" 0.71 1 0.71 1 71
"369" "{Wicket_Category=Five_Plus,Tournament_Stage=League} => {Decade=-0s}" 0.71 1 0.71 1 71
"370" "{Tournament_Stage=League,Decade=-0s} => {Wicket_Category=Five_Plus}" 0.71 0.71 1 1 71
"371" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=U.A.E.} => {Decade=-0s}" 0.01 1 0.01 1 1
"374" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=U.A.E.} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"377" "{Economy_Category=Very_Economic,Decade=-0s,Team=U.A.E.} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"378" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=U.A.E.} => {Decade=-0s}" 0.01 1 0.01 1 1
"380" "{Wicket_Category=Five_Plus,Decade=-0s,Team=U.A.E.} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"381" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=U.A.E.} => {Decade=-0s}" 0.01 1 0.01 1 1
"383" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Namibia} => {Decade=-0s}" 0.01 1 0.01 1 1
"386" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Namibia} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"389" "{Economy_Category=Economic,Decade=-0s,Team=Namibia} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"390" "{Economy_Category=Economic,Tournament_Stage=League,Team=Namibia} => {Decade=-0s}" 0.01 1 0.01 1 1
"392" "{Wicket_Category=Five_Plus,Decade=-0s,Team=Namibia} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"393" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Namibia} => {Decade=-0s}" 0.01 1 0.01 1 1
"395" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Canada} => {Decade=-0s}" 0.01 1 0.01 1 1
"398" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Canada} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"401" "{Economy_Category=Economic,Decade=-0s,Team=Canada} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"402" "{Economy_Category=Economic,Tournament_Stage=League,Team=Canada} => {Decade=-0s}" 0.01 1 0.01 1 1
"404" "{Wicket_Category=Five_Plus,Decade=-0s,Team=Canada} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"405" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Canada} => {Decade=-0s}" 0.01 1 0.01 1 1
"407" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Kenya} => {Decade=-0s}" 0.01 1 0.01 1 1
"410" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Kenya} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"413" "{Economy_Category=Very_Economic,Decade=-0s,Team=Kenya} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"414" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Kenya} => {Decade=-0s}" 0.01 1 0.01 1 1
"416" "{Wicket_Category=Five_Plus,Decade=-0s,Team=Kenya} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"417" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Kenya} => {Decade=-0s}" 0.01 1 0.01 1 1
"419" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Zimbabwe} => {Decade=-0s}" 0.01 1 0.01 1 1
"422" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Zimbabwe} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"425" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=Zimbabwe} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"426" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Zimbabwe} => {Decade=-0s}" 0.01 1 0.01 1 1
"428" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Zimbabwe} => {Decade=-0s}" 0.01 1 0.01 1 1
"431" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Zimbabwe} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"434" "{Economy_Category=Very_Economic,Decade=-0s,Team=Zimbabwe} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"435" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Zimbabwe} => {Decade=-0s}" 0.02 1 0.02 1 2
"437" "{Wicket_Category=Five_Plus,Decade=-0s,Team=Zimbabwe} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"438" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Zimbabwe} => {Decade=-0s}" 0.01 1 0.01 1 1
"440" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"442" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"444" "{Economy_Category=Expensive,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"445" "{Economy_Category=Expensive,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"446" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"448" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"450" "{Economy_Category=Expensive,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"451" "{Economy_Category=Expensive,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"452" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"454" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"456" "{Economy_Category=Expensive,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"457" "{Economy_Category=Expensive,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"458" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Team=India} => {Decade=-0s}" 0.01 1 0.01 1 1
"460" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Team=India} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"462" "{Economy_Category=Expensive,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"463" "{Economy_Category=Expensive,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.01 1 0.01 1 1
"464" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Decade=-0s} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"465" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Tournament_Stage=League} => {Decade=-0s}" 0.04 1 0.04 1 4
"467" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"469" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"471" "{Economy_Category=Moderate,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"472" "{Economy_Category=Moderate,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"473" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"476" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"479" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"480" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"481" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"483" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"485" "{Economy_Category=Very_Economic,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"486" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.02 1 0.02 1 2
"488" "{Wicket_Category=Five_Plus,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"489" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.03 1 0.03 1 3
"491" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"493" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"495" "{Economy_Category=Moderate,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"496" "{Economy_Category=Moderate,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"497" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"499" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"501" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Sri Lanka} => {Decade=-0s}" 0.02 1 0.02 1 2
"504" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Sri Lanka} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"507" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"508" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.03 1 0.03 1 3
"509" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"511" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"513" "{Economy_Category=Economic,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"514" "{Economy_Category=Economic,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.02 1 0.02 1 2
"515" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Sri Lanka} => {Decade=-0s}" 0.02 1 0.02 1 2
"517" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Sri Lanka} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"519" "{Economy_Category=Very_Economic,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"520" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.04 1 0.04 1 4
"522" "{Wicket_Category=Five_Plus,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"523" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.05 1 0.05 1 5
"525" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=West Indies} => {Decade=-0s}" 0.02 1 0.02 1 2
"527" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=West Indies} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"529" "{Economy_Category=Moderate,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"530" "{Economy_Category=Moderate,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.02 1 0.02 1 2
"531" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Team=West Indies} => {Decade=-0s}" 0.01 1 0.01 1 1
"533" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Team=West Indies} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"535" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=West Indies} => {Decade=-0s}" 0.01 1 0.01 1 1
"538" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=West Indies} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"541" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"542" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.02 1 0.02 1 2
"543" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=West Indies} => {Decade=-0s}" 0.04 1 0.04 1 4
"546" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=West Indies} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"549" "{Economy_Category=Economic,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"550" "{Economy_Category=Economic,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.05 1 0.05 1 5
"552" "{Economy_Category=Very_Economic,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"553" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.01 1 0.01 1 1
"554" "{Wicket_Category=Five_Plus,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.06 1 0.06 1 6
"555" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.06 1 0.06 1 6
"557" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"559" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"561" "{Economy_Category=Moderate,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"562" "{Economy_Category=Moderate,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"563" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=England} => {Decade=-0s}" 0.05 1 0.05 1 5
"566" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=England} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"569" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"570" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.05 1 0.05 1 5
"572" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"574" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"576" "{Economy_Category=Economic,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"577" "{Economy_Category=Economic,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"578" "{Economy_Category=Very_Economic,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"579" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.05 1 0.05 1 5
"581" "{Wicket_Category=Five_Plus,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"582" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.03 1 0.03 1 3
"583" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=New Zealand} => {Decade=-0s}" 0.01 1 0.01 1 1
